person_id	sex	first_name	last_name	year_of_birth	year_of_death	living_region	societal_rank	societal_rank_of_father	religion	level_of_education	letters_sent	letters_received
JGAY	Male	John	Gay	1685	1732	London	Professional	Gentry (lower)		Apprenticed	30	0
JGCOOPER	Male	John Gilbert	Cooper	1723	1769	Other	Gentry (lower)	Gentry (lower)		Higher	22	4
JGERY	Male	JOHN	GERY			London	Other				2	0
JGIBBS	Male	James	Gibbs			Other	Other				0	1
JGILBERT	Male	John	Gilbert				Gentry (upper)				0	6
JGLOYS	Male	JAMES	GLOYS			East Anglia	Clergy (lower)		Catholic		6	1
JGOURNEY	Male	John	Gourney		1616	Abroad	Merchant				0	3
JGREEN	Male	JOHN	GREEN			East Anglia	Clergy (lower)		Anglican		1	0
JGRESHAM	Male	JAMES	GRESHAM		1471	East Anglia	Professional				16	1
JGREY	Female	Jane	Grey	1537	1554	Other	Nobility	Nobility		Higher	2	0
JGYN	Male	JOHN	GYN				Other				2	0
JHACKER	Male	John	Hacker			Other					0	1
JHACKETT	Male	John	Hackett		1534		Gentry (upper)				0	1
JHADDOCK	Male	Joseph	Haddock				Professional	Professional			1	0
JHADDON	Male	JAMES	HADDON		1556	Other	Clergy (upper)		Anglican	Higher	1	0
JHAMILTON	Male	James	Hamilton	1606	1649	Court	Nobility	Nobility		Higher	0	1
JHANWAY	Male	Jonas	Hanway	1712	1786	London	Merchant	Professional		Apprenticed	0	1
JHARINGT2	Male	JOHN II	HARINGTON		1613		Nobility	Gentry (upper)			1	0
JHARINGTON	Male	JOHN I	HARINGTON	1561	1612	Court	Gentry (upper)	Gentry (lower)		Higher	29	0
JHARRIS	Male	JOHN	HARRIS			Other	Gentry (lower)				1	0
JHARRISON	Male	JAMES	HARRISON		1643	Other	Clergy (lower)		Protestant	Higher	12	0
JHART	Male	JOHN	HART	1501	1574	London	Gentry (lower)	Gentry (lower)		Higher	1	0
JHARVEY	Male	John	Harvey			Home counties	Other				0	1
JHAWKESW	Male	JAMES	HAWKESWORTH			Other	Other				1	0
JHAY	Male	James	Hay	1580	1636	Court	Nobility	Gentry (upper)			0	5
JHBENTHAM	Male	Jeremiah	Bentham	1712	1792	London	Professional	Professional			6	11
JHEVENINGHAM	Male	JOHN	HEVENINGHAM			East Anglia	Gentry (upper)	Gentry (upper)			2	0
JHEYDON	Male	JOHN	HEYDON			East Anglia	Gentry (lower)	Gentry (upper)			3	0
JHILL	Male	Joseph	Hill	1733	1811		Professional	Professional		Higher	0	12
JHOBART	Male	John	Hobart	1629		East Anglia	Gentry (lower)	Gentry (lower)			0	1
JHOLFORD	Male	John	Holford				Gentry (upper)				0	1
JHOLLES	Male	JOHN	HOLLES	1565	1637	Other	Nobility	Gentry (lower)		Higher	136	0
JHOLT	Male	JAMES	HOLT	1607	1646	Home counties	Clergy (lower)		Anglican	Higher	8	2
JHOOK	Female	JANE	HOOK N. WHALLEY			Other	Clergy (lower)	Gentry (upper)	Protestant		2	0
JHOWARD	Male	JOHN	HOWARD	1430	1485	East Anglia	Nobility	Gentry (lower)			2	0
JHUME	Male	John	Hume	1706	1782	Other	Clergy (upper)			Higher	0	1
JHURT	Male	Joseph	Hurt			London	Professional				0	1
JHUSEE	Male	John	Husee	1506	1548	London	Professional	Merchant		Apprenticed	0	1
JINGOLDESBY	Male	John	Ingoldesby			Other	Professional				0	1
JISHAM	Male	JUSTINIAN	ISHAM	1611	1675	Other	Gentry (upper)	Gentry (upper)	Anglican	Higher	38	39
JJACKSON	Male	John	Jackson	1600	1648	North	Clergy (lower)	Clergy (lower)		Higher	2	0
JJCLARK	Female	Juliana	Dodd née Jennings-Clark	1736	1778	Home counties	Gentry (lower)				17	0
JJOHNSON	Male	JOHN	JOHNSON	1514	1590	London	Merchant	Merchant	Protestant	Apprenticed	79	308
JJOHNSTON	Male	JOHN	JOHNSTON			Other	Merchant				1	0
JJONES	Male	John	Jones	1597	1660	Other	Professional	Other	Protestant	Apprenticed	53	9
JJOURDAIN	Male	John	Jourdain	1572	1619	Abroad	Merchant	Merchant			4	4
JKENDAL	Male	John	Kendal			Home counties	Professional				0	1
JKENTING	Male	James	Kenting			Home counties	Merchant				8	0
JKETERYCHE	Female	JOAN	KETERYCHE				Clergy (lower)				1	0
JKINNMAN	Male	John	Kinnman				Other				0	2
JKYNG	Male	John	Kyng			Home counties	Other				0	1
JLAND	Male	John	Land	1708	1757	Home counties	Clergy (lower)			Higher	0	1
JLEE	Male	John	Lee				Other				0	1
JLEECH	Male	John	Leech (Leitch)				Professional			Higher	0	1
JLEIGH	Female	Joyeuce	Leigh			London	Clergy (lower)				0	1
JLEWKNOR	Male	JOHN	LEWKNOR	1658	1707	Other	Gentry (lower)	Gentry (upper)			1	0
JLONDON	Male	John	London	1486	1543	Other	Clergy (lower)	Other		Higher	1	0
JLOWTHER	Male	John	Lowther	1642	1706	London	Gentry (upper)	Gentry (upper)		Higher	10	11
JLPERROT	Female	Jane Leigh	Perrot née Cholmeley		1836	Home counties	Gentry (lower)	Gentry (lower)			8	0
JLUKE	Male	JOHN	LUKE			Home counties	Gentry (upper)				2	0
JLYON	Male	James	Lyon			North	Other				2	0
JMADAN	Female	Judith	Madan née Cowper	1702	1781		Professional	Professional			0	5
JMAITLAND	Male	John	Maitland	1616	1682	Court	Nobility	Nobility	Protestant	Higher	0	1
JMANNERS	Male	John	Manners					Nobility			0	5
JMARCHALL	Male	John	Marchall			London	Merchant				2	0
JMARTIN	Male	James	Martin	1691	1770	Other	Clergy (lower)			Higher	0	2
JMARYOT	Female	JOAN	MARYOT		1443	East Anglia	Gentry (lower)				2	0
JMASTER	Male	JOHN	MASTER			Other	Merchant				5	0
JMATTHEWS	Male	John	Matthews			Other	Professional			Higher	4	4
JMEDE	Male	Joseph	Mede	1586	1638	Other	Professional			Higher	0	1
JMEHEUX	Male	John	Meheux	1749	1839		Gentry (lower)				0	7
JMESSYNDYNE	Female	Jane	Messyndyne			Other	Clergy (lower)				1	0
JMICKLETON	Male	James	Mickleton	1638	1693	North	Professional	Professional		Higher	0	1
JMILL	Male	John	Mill	1644	1707	Other	Clergy (lower)	Other		Higher	0	8
JMONTAGU	Male	John	Montagu	1718	1792	Other	Nobility	Nobility		Higher	0	5
JMORDAUNT	Male	John	Mordaunt	1735	1806	Other	Gentry (upper)	Gentry (lower)			0	3
JMOSTYN	Male	John Meredith	Mostyn	1775	1807		Gentry (lower)	Gentry (lower)			0	1
JMOUNFORD	Male	JOHN	MOUNFORD			East Anglia	Other				7	0
JMOWBRJR	Male	JOHN	MOWBRAY	1444	1476	East Anglia	Nobility	Nobility			3	1
JMOWBRSR	Male	JOHN	MOWBRAY	1415	1461	East Anglia	Nobility	Nobility			3	1
JNEEVE	Male	John	Neeve			Abroad	Merchant				1	0
JNEWTON	Male	John	Newton	1725	1807	Home counties	Clergy (lower)	Professional			0	9
JNICHOLS	Male	John	Nichols	1745	1826	London	Professional	Other		Apprenticed	0	4
JNORBURY	Male	JOHN	NORBURY			Other	Other				1	0
JNORTON	Male	JOHN	NORTON			Other	Other				1	0
JNORWODE	Male	John	Norwode								0	1
JOABARRING	Female	Joan	Barrington née Cromwell	1558	1641	Home counties	Gentry (upper)	Gentry (upper)	Protestant		0	182
JOBARRING	Male	JOHN	BARRINGTON		1631	Other	Professional	Gentry (upper)	Protestant	Higher	18	0
JOBUTLER	Male	Joseph	Butler	1716	1761	Other	Clergy (lower)			Higher	0	1
JOCLIFT	Female	Joanna	Clift	1765	1846	Other	Other	Other			8	1
JOFLEMING	Male	John	Fleming		1662	North	Gentry (lower)	Gentry (lower)			0	15
JOHN	Male	John									0	1
JOHNLB	Male	John of Lancaster		1389	1435		Royalty	Royalty		Higher	0	8
JOSBERN	Male	JOHN	OSBERN			East Anglia	Other				4	0
JOSTERWICK	Male	John	Osterwick		1626	Abroad	Merchant				0	9
JOTOWNSHEND	Male	John	Townshend	1568	1603	East Anglia	Gentry (upper)	Gentry (upper)		Higher	2	1
JOTUTTOFT	Male	JOHN	TUTTOFT			East Anglia	Gentry (lower)				2	0
JPAMPYNG	Male	JOHN	PAMPYNG			East Anglia	Gentry (lower)				4	0
JPARKER	Male	John	Parker	1772	1840	Other	Nobility	Nobility		Higher	1	0
JPARKHURST	Male	JOHN	PARKHURST	1511	1575	East Anglia	Clergy (upper)	Gentry (lower)	Anglican	Higher	55	30
JPARMENTER	Male	Joyce	Parmenter			Abroad	Other				0	2
JPASLEW	Male	John	Paslew		1537		Clergy (lower)				0	1
JPAYNE	Male	John Willett	Payne	1752	1803		Professional	Professional		Secondary	0	1
JPENNINGTON	Male	John	Pennington				Gentry (upper)				0	2
JPEPYSJR	Male	JOHN JUNIOR	PEPYS	1641	1677	London	Professional	Other			2	8
JPEPYSSR	Male	JOHN SENIOR	PEPYS	1601	1680	Other	Other				3	8
JPERCEVAL	Male	John	Perceval	1711	1770	London	Nobility	Nobility		Private	0	1
JPERCIVAL	Male	JOHN	PERCIVAL			East Anglia	Clergy (lower)				3	0
JPERKINS	Male	James	Perkins			Home counties					0	1
JPINNEY	Male	John	Pinney	1622	1705	Other	Clergy (lower)				34	14
JPJONES	Male	John Price	Jones			Other	Clergy (lower)				19	0
JPLUMPTON	Female	Joan	Plumpton née Wintringham		1497	North	Gentry (upper)	Gentry (lower)			0	2
JPOPHAM	Male	John	Popham	1531	1607	London	Gentry (upper)	Gentry (lower)		Higher	6	0
JPORY	Male	JOHN	PORY	1572	1636	Abroad	Gentry (lower)	Gentry (lower)		Higher	4	0
JPOULETT	Male	JOHN	POULETT	1586	1649	Other	Nobility	Gentry (upper)		Higher	5	0
JPOWER	Male	John	Power								0	1
JPRIESTLEY	Male	Joseph	Priestley	1733	1804	Other	Clergy (lower)	Professional		Higher	0	3
JPULESTON	Male	JOHN	PULESTON			Other	Professional				3	0
JPULLEIN	Male	John	Pullein		1541	North	Gentry (lower)	Gentry (lower)		Higher	10	0
JRADCLIFFE	Male	JOHN	RADCLIFFE	1452	1496	East Anglia	Nobility	Gentry (upper)			3	1
JRAMSAY	Male	John	Ramsay	1580	1626	Court	Nobility	Gentry (upper)			0	1
JRENNIE	Male	John	Rennie			Other	Clergy (lower)				0	2
JREYNOLDS	Female	Judith	Reynolds	1690		Abroad	Gentry (lower)				0	4
JROCHEFORD	Female	Jane	Boleyn née Parker		1542	Court	Nobility	Nobility			1	0
JROGERS	Female	Jane	Rogers			Other	Gentry (upper)				0	1
JRUSH	Male	John	Rush			East Anglia	Other				0	5
JRUSSE	Male	JOHN	RUSSE		1492	East Anglia	Professional				9	0
JRYLAND	Male	John	Ryland	1716	1798	London	Merchant				0	12
JSARIS	Male	John	Saris	1579	1643	Abroad	Merchant	Merchant		Apprenticed	1	0
JSAUNDERS	Male	JOHN	SAUNDERS			East Anglia	Other				7	0
JSCOTT	Male	James	Scott (Crofts)	1649	1685	Court	Royalty	Royalty		Private	3	0
JSCROPE	Male	JOHN	SCROPE		1549	North	Nobility	Nobility			4	0
JSCUDAMORE	Male	John	Scudamore	1601	1671	Other	Nobility	Gentry (upper)		Higher	0	1
JSELDEN	Male	John	Selden								0	1
JSHERLOCK	Male	John	Sherlock			Other	Other				7	5
JSHILLINGFORD	Male	John	Shillingford			Other	Merchant				14	0
JSHIRWOOD	Male	John	Shirwood		1493	Abroad	Clergy (upper)	Professional		Higher	0	1
JSHYLTON	Male	John Scott	Hylton	1725	1793	Other	Gentry (lower)				9	0
JSHYNNER	Male	John	Shynner			Other	Clergy (lower)				3	0
JSMACKENZIE	Male	James Stuart	Mackenzie	1719	1800	Abroad	Gentry (upper)	Nobility		Higher	0	8
JSMYTH	Female	JANE	SMYTH N. TEWTHER		1594	Other	Professional	Gentry (lower)			1	1
JSMYTHE	Male	John	Smythe			Other	Other				1	0
JSOUBISE	Male	Julius	Soubise	1754	1798	London	Other	Other		Secondary	0	2
JSPENCE	Male	Joseph	Spence	1699	1768	Home counties	Gentry (lower)	Clergy (lower)		Higher	0	2
JSPENCER	Male	John	Spencer	1734	1783	Other	Nobility	Gentry (upper)		Private	0	3
JSPINK	Male	John	Spink	1729	1824	East Anglia	Gentry (lower)				0	5
JSTAFFORD	Male	John	Stafford		1452	London	Clergy (upper)	Gentry (upper)		Higher	2	1
JSTANCLIFFE	Male	James	Stancliffe			London	Gentry (lower)				0	1
JSTANHOPE	Male	John	Stanhope	1540	1621	Court	Nobility	Gentry (upper)		Higher	0	2
JSTAYNFORD	Male	John	Staynford								0	1
JSTJOHN	Female	JOAN	ST. JOHN				Gentry (lower)	Gentry (upper)			3	0
JSTOKES	Male	John	Stokes								0	1
JSTONOR	Female	Jane (Joan)	Stonor		1493	Other	Gentry (lower)	Nobility			3	2
JSTRANGE	Male	John	Strange	1732	1799	Abroad	Gentry (lower)	Gentry (upper)		Higher	0	3
JSTUART	Male	John	Stuart	1713	1792	London	Nobility	Nobility		Higher	0	18
JSTUBBE	Male	JOHN	STUBBE	1543	1591	Other	Gentry (lower)	Gentry (lower)	Protestant	Higher	1	0
JSTUBS	Male	John	Stubs	1779	1817	North	Professional	Professional		Elementary	4	0
JSWIFT	Male	Jonathan	Swift	1667	1745	Abroad	Clergy (lower)	Professional		Higher	0	119
JTALBOT	Female	Joan	Talbot		1627		Nobility	Nobility			0	9
JTANNER	Male	John	Tanner	1684	1759	East Anglia	Clergy (lower)	Clergy (lower)		Higher	0	2
JTAYLOR	Male	John	Taylor	1711	1788	Other	Clergy (lower)			Higher	0	16
JTEMPEST	Male	John	Tempest		1697	North	Gentry (lower)	Gentry (upper)			1	0
JTEMPLE	Male	John	Temple		1677		Gentry (upper)				0	1
JTEWKSBURY	Male	JOHN				Other	Clergy (lower)				1	0
JTHOMAS	Male	John	Thomas	1691	1766	Other	Clergy (upper)	Other		Higher	0	2
JTHOMPSON	Male	JAMES	THOMPSON			London	Professional	Gentry (lower)		Higher	4	0
JTHOMS	Male	JOHN	THOMS				Professional				2	0
JTHYNNE	Female	Joan	Thynne née Hayward	1558	1612	Other	Gentry (lower)	Gentry (upper)			41	9
JTILSON	Male	John	Tilson			Other	Gentry (lower)				0	1
JTOLSON	Male	Joseph	Tolson			London	Professional				16	6
JTOTTEN	Male	John	Totten			Abroad	Professional				3	0
JTOTTIE	Male	John	Tottie	1705	1774	Other	Clergy (lower)	Clergy (lower)		Higher	6	3
JTOUP	Male	Jonathan	Toup	1713	1785	Other	Clergy (lower)	Clergy (lower)		Higher	4	0
JTUCHETT	Male	JOHN	TUCHETT	1483	1558		Nobility				1	0
JTUCKER	Male	John	Tucker				Gentry (lower)				0	6
JTUPHOLME	Male	JOHN	TUPHOLME			Other	Merchant				4	0
JTURNER	Male	JOHN	TURNER	1631	1689	North	Professional			Higher	6	2
JUBARRING	Female	JUDITH	BARRINGTON		1657	Other	Gentry (upper)	Gentry (upper)			14	4
JURRY	Male	John	Urry				Professional				0	1
JWALLER	Male	J.	Waller			Other	Professional			Higher	3	0
JWARFIELD	Male	John	Warfield			Other	Professional				0	1
JWARNER	Male	JOHN	WARNER	1581	1667	Other	Clergy (upper)	Merchant	Anglican	Higher	4	3
JWARRE	Male	John	Warre				Gentry (upper)				0	1
JWARTON	Male	Joseph	Warton	1722	1800	Other	Professional	Clergy (lower)		Higher	12	7
JWATT	Male	James	Watt	1736	1819	Abroad	Professional	Merchant		Apprenticed	0	11
JWAUGH	Male	John	Waugh	1661	1734	London	Clergy (upper)	Other		Higher	0	5
JWAYNWRIGHT	Male	JAMES	WAYNWRIGHT				Other				9	0
JWENNINGTON	Male	JOHN	WENNINGTON				Other				1	0
JWENTWORTH	Male	John	Wentworth				Gentry (upper)				0	1
JWESTON	Male	JOHN	WESTON	1431		London	Clergy (upper)				1	1
JWESTON2	Male	Jacob	Weston	1742	1820		Other				0	2
JWHITGIFT	Male	John	Whitgift	1530	1604	London	Clergy (upper)	Merchant	Anglican	Higher	9	1
JWILKES	Male	John	Wilkes	1725	1797	Home counties	Gentry (lower)	Professional		Higher	0	1
JWILLIAM	Male	John	William			Other	Merchant				0	1
JWILLIAMS	Male	JOHN	WILLIAMS								1	0
JWILLIAMS2	Male	John	Williams	1582	1650	East Anglia	Clergy (upper)	Gentry (lower)		Higher	1	0
JWILLIAMSON	Male	JOSEPH	WILLIAMSON	1633	1701	London	Gentry (upper)	Clergy (lower)		Higher	19	22
JWILLOUGHBY	Male	John	Willoughby			Other	Gentry (upper)	Gentry (upper)			0	23
JWILMOT	Male	JOHN	WILMOT	1647	1680	Court	Nobility	Nobility	Anglican	Higher	31	13
JWILSON	Male	JOHN	WILSON			North	Clergy (lower)				4	0
JWODHULL	Male	John	Wodhull			Other	Gentry (lower)				0	1
JWOOD	Male	John	Wood				Gentry (lower)				0	4
JWYKES	Male	JOHN	WYKES			East Anglia	Other				4	0
JYAXLEE	Male	John	Yaxlee (Yaksley)			London	Professional			Higher	1	0
JYEME	Male	John	Yeme			Other	Other				1	0
JYORKE	Male	John	Yorke	1685	1757	North	Gentry (lower)	Gentry (lower)		Higher	50	0
JYOUNG	Male	John	Young	1534	1605		Clergy (upper)			Higher	0	1
JZOUCHE	Female	JANE	ZOUCHE			Home counties	Clergy (lower)		Catholic		1	0
K2OXINDEN	Female	Katherine	Oxinden née Culling	1624	1698	Home counties	Gentry (lower)	Other			0	35
KARUNDELL	Female	Katherine	Arundell		1479	Other	Gentry (upper)	Gentry (upper)			1	0
KASTLEY	Male	Kate (Katherine)	Astley	1505	1565	Court	Gentry (lower)	Gentry (upper)		Private	1	0
KBARROW	Female	Katherine	Barrow née Oxinden	1610		London	Merchant	Gentry (lower)			0	1
KHASTINGS	Female	Katherine	Hastings née Dudley	1538	1620	North	Nobility	Nobility	Protestant		2	0
KHENRY	Female	Katherine	Henry née Matthews	1629	1707	Abroad	Gentry (lower)	Gentry (lower)			0	3
KKNYVETT	Female	Katherine	Knyvett née Burgh		1646	East Anglia	Gentry (lower)	Nobility			0	83
KNYVETT	Female		Knyvett			East Anglia		Gentry (upper)			0	1
KOXINDEN	Female	KATHERINE	OXINDEN	1587	1642	Other	Gentry (lower)	Gentry (upper)			6	12
KPASTON	Female	KATHERINE	PASTON	1578	1629	East Anglia	Gentry (upper)	Gentry (upper)			47	32
KPHILLIPS	Female	KATHERINE	PHILIPS N. FOWLER	1631	1664	Other	Gentry (lower)	Merchant			1	0
KRYCHE	Female	Katherine	Ryche (Rich)	1463	1510	London	Merchant	Merchant			0	1
KSCROPE	Female	KATHERINE	SCROPE/CHOLMELEY		1598	North	Nobility	Nobility			2	0
KSPRAKELING	Female	Katherine	Sprakeling née Esday		1627	Home counties	Gentry (upper)				0	1
KVILLIERS	Female	Katherine	Villiers née Manners	1603	1649	Court	Nobility	Nobility			2	0
KWARLY	Female	Katherine	Warly née Oxinden	1644				Gentry (lower)			0	1
KWILLOUGH	Female	KATHARINE	WILLOUGHBY	1519	1580	Other	Nobility	Nobility			1	0
KZOUCH	Female	KATHERINE	ZOUCH N. PROUD			Other	Gentry (upper)	Professional			2	0
LAUDLEY	Female	Lucy	Audley				Nobility	Gentry (upper)			2	1
LBANKS	Female	Lettice (Mary)	Banks	1716	1757		Gentry (lower)	Gentry (lower)			2	0
LBRYSKETT	Male	LODOWICK	BRYSKETT	1545	1612	Other	Professional	Merchant		Higher	10	0
LCHAPPELOW	Male	Leonard	Chappelow	1744	1820	East Anglia	Clergy (lower)	Clergy (lower)		Higher	0	9
LGAWDY	Female	LETTICE	GAWDY N. KNOLLYS		1630	East Anglia	Gentry (lower)	Gentry (upper)			16	2
LHYDE	Male	Laurence	Hyde	1642	1711	Court	Nobility	Nobility	Anglican	Higher	0	1
LLEACH	Female	Lydia	Leach			Home counties					0	5
LMARESCOE	Female	Leonora	Marescoe	1640	1715	London	Merchant				0	2
LMUNCK	Male	Levinus	Munck	1568	1623	London	Professional				0	1
LOKE			Loke								0	1
LONG	Male	Mr	Long				Professional				0	1
LOVEDAY	Male		Loveday			Other	Gentry (lower)				0	1
LPAUL	Male	Lewis	Paul		1759	Other	Professional	Professional			0	8
LPITT	Female	Lucy	Pitt				Professional	Professional			3	0
LPORTER	Female	Lucy	Porter	1715	1786		Other	Merchant			0	9
LRUSSEL	Female	Lucy	Russell née Harington	1581	1627	Court	Nobility	Nobility	Protestant		34	1
LSAUNDERS	Male	LAURENCE	SAUNDERS		1555	Other	Clergy (lower)	Gentry (lower)	Protestant	Higher	4	0
LSTUART	Male	Ludovick	Stuart	1574	1624		Nobility	Nobility			0	5
LTHOMAS	Male	LEYSON	THOMAS				Clergy (lower)				1	0
LUMLY	Female		Lumly								0	1
LWENTWORTH	Female	Lucy	Wentworth	1713	1771	London	Nobility	Nobility			6	0
LWRIGHT	Male	Lawrence	Wright	1590	1657	London	Professional			Higher	1	0
M1HUTTON	Male	Matthew	Hutton	1529	1606	North	Clergy (upper)	Gentry (lower)	Anglican	Higher	11	44
M2BANKS	Female	Mary 2	Banks	1690	1726	Other	Gentry (upper)	Gentry (lower)			1	2
M2HARLEY	Female	Margaret Cavendish	Bentinck née Harley	1715	1785	Home counties	Nobility	Nobility			1	25
M2HUTTON	Male	Matthew	Hutton	1597		North	Gentry (lower)	Gentry (upper)		Higher	4	5
M2TALBOT	Female	Mary	Talbot née Fox Strangways	1776	1855		Gentry (lower)	Nobility		Private	0	16
MA1STANHOPE	Female	Margaret 1	Stanhope				Gentry (upper)				0	1
MA2PASTON	Female	Margery	Calle née Paston	1450	1479	East Anglia	Professional	Gentry (lower)			0	1
MA2STANHOPE	Female	Margaret 2	Stanhope				Nobility				0	1
MADAM	Female										0	1
MADVENTURERS	Male		Merchant Adventurers			Abroad	Merchant				0	1
MALEXANDER	Male	Matthew	Alexander		1735	Other	Clergy (lower)				4	0
MALLOYD	Female	Martha	Lloyd	1765	1843		Gentry (lower)	Clergy (lower)			0	1
MANNE	Male		Manne								0	1
MANTROBUS	Female	Mary	Antrobus	1732		Other	Other	Clergy (lower)			0	5
MAPASTON	Female	MARGERY	PASTON N. BREWS		1495	East Anglia	Gentry (upper)	Gentry (upper)			6	1
MARY1	Female	Mary I	Tudor	1516	1558	Court	Royalty	Royalty	Catholic	Higher	2	1
MARY2	Female	Mary	Stuart	1662	1694	Court	Royalty	Royalty		Private	55	0
MASON	Male		Mason			London					0	1
MAURICE	Male	Maurice		1621	1652	Abroad	Royalty	Royalty		Higher	0	2
MBANKS	Female	Mary	Banks née Hancock		1722	Other	Gentry (lower)	Clergy (lower)			1	0
MBASSET	Female	Mary	Basset	1522	1598		Gentry (upper)	Gentry (upper)			0	1
MBATEMAN	Male	Miles	Bateman				Other				0	1
MBAYNHAM	Female	MARGARET	BAYNHAM			Other	Merchant				2	3
MBEAUFORT	Female	Margaret	Tudor née Beaufort	1443	1509	Court	Nobility	Nobility		Higher	1	1
MBELL	Female	MURIEL	BELL N. KNYVETT			East Anglia	Gentry (upper)	Gentry (upper)			1	5
MBLOUNT	Female	Martha	Blount	1690	1763	London	Gentry (upper)			Elementary	0	5
MBODDAM	Female	Mary Rawson Hart	Boddam née Sclater	1745	1762	Abroad	Professional	Merchant			1	0
MBOULTON	Male	Matthew	Boulton	1728	1809	Other	Professional	Professional		Elementary	0	16
MBOURCHIER	Female	Mary	Bourchier née Cornwallis	1555	1627	East Anglia	Nobility	Gentry (upper)	Catholic		5	0
MBUTLER	Female	Mary	Butler née Somerset	1665	1733	London	Nobility	Nobility			8	0
MCAESAR	Female	Mary	Caesar née Freeman	1677	1741	Other	Gentry (lower)				1	0
MCARR	Female	Mary	Carr née Danvers				Gentry (upper)	Gentry (upper)			0	2
MCELY	Female	MARGERY	CELY N. PUNT		1500	London	Merchant				1	0
MCHOLMELEY	Male	Montague	Cholmeley				Gentry (lower)	Gentry (lower)			0	8
MCLIFFORD	Female	Margaret	Clifford née Percy		1540	North	Nobility	Nobility			0	2
MCOBBE	Female	Mary	Cobbe née Bedingfeld			East Anglia	Gentry (upper)	Gentry (lower)	Catholic		2	0
MCOCKSEDGE	Female	Margaret	Cocksedge				Gentry (upper)				0	5
MCOLLETT	Female	MARY	COLLETT	1601	1680	Other	Gentry (lower)	Gentry (lower)			3	2
MCOLTON	Female	Mary	Colton		1760	Home counties	Clergy (lower)				2	0
MCOWPER	Female	Maria Frances Cecilia	Cowper née Madan	1726	1797		Gentry (lower)	Gentry (lower)			0	9
MCULLEY	Male	Matthew	Culley	1731	1804	North	Other	Other			1	19
MDEVERE	Female	MARGARET	DE VERE		1506	East Anglia	Nobility	Nobility			2	0
MDODSWORTH	Male	Matthew	Dodsworth		1628	North	Professional			Higher	0	1
MELGIN	Female	Martha	Elgin née White	1740	1810	London	Nobility	Professional			0	1
MEVELYN	Female	Mary	Evelyn	1635	1709	Home counties	Gentry (lower)	Gentry (upper)			0	1
MFERRAR	Female	Mary	Ferrar née Woodnoth	1550	1634		Merchant	Gentry (lower)			0	4
MFITZHERBERT	Female	Maria Anne	Fitzherbert née Smythe	1756	1837		Gentry (lower)	Gentry (lower)			0	3
MGERARD	Female	MARY	GERARD	1585		Home counties	Gentry (upper)	Gentry (upper)	Protestant		1	0
MGOSTLYN	Male	Martin	Gostlyn			East Anglia	Gentry (lower)				0	1
MGRENVIL	Female	MARGARET	GRENVILLE N. KIRKHAM	1474		Other	Gentry (upper)	Gentry (upper)			1	0
MGREY	Female	MARGARET	GREY			Other	Nobility	Gentry (upper)			1	0
MHALLOWS	Female	Mary	Hallows			Home counties	Clergy (lower)	Clergy (lower)			1	0
MHAMPDEN	Female	Margery	Hampden née Popham		1506	Home counties	Gentry (lower)	Gentry (upper)			2	0
MHARLEY	Female	Mary	Harley née Button			Other	Gentry (lower)	Gentry (upper)			1	0
MHARRIS	Female	Mary	Harris			Other					0	2
MHART	Female	MARY	HART		1585	London	Gentry (lower)				2	0
MHATTON	Female	MARY	HATTON			Other	Clergy (lower)	Gentry (upper)			2	0
MHAYS	Female	Mary	Hays	1759	1843	London	Professional	Professional		Private	0	4
MHENRY	Male	Matthew	Henry	1662	1714	Other	Clergy (lower)	Clergy (lower)		Higher	1	18
MHEVENINGHAM	Female	MARY	HEVENINGHAM		1633	East Anglia	Gentry (upper)	Gentry (lower)			1	0
MHICKES	Male	Michael	Hickes	1543	1612	London	Gentry (upper)	Merchant		Higher	0	2
MHOWARD	Female	Mary?	Howard				Nobility				0	1
MHOWE	Female	Mary	Howe			Home counties	Other				1	0
MHUFFAM	Male	Michael	Huffam			Home counties	Clergy (lower)	Clergy (lower)		Higher	0	1
MISTANHOPE	Male	Michael	Stanhope	1549	1621	Court	Gentry (upper)	Gentry (upper)			0	1
MISTRESSAGNES	Female	Agnes									0	1
MJACKSON	Female	MARGARET	JACKSON N. MARSTON	1618		Other	Professional	Clergy (lower)			2	0
MKING	Female	Margaret	King née Deveille	1735	1793	Home counties	Clergy (lower)	Clergy (lower)			0	5
MKNYVETT	Female	Muriel	Knyvett		1616	East Anglia	Gentry (upper)	Gentry (upper)			0	7
MLEEMAN	Male	MICHAEL	LEEMAN				Professional				1	0
MLITTLETON	Female	MURIEL	LITTLETON			London	Gentry (lower)	Gentry (upper)			7	0
MLLOYD	Male	Morgan	Lloyd	1619	1659	Other	Clergy (lower)	Other	Protestant		0	5
MMACRO	Female	Mary	Macro née Godfrey	1689	1753	East Anglia	Gentry (lower)	Gentry (lower)			0	4
MMAN	Male	Martin	Man			East Anglia	Other				1	1
MMANNERS	Female	Mary Isabella	Manners	1756	1831		Nobility	Nobility			0	2
MMARKHAM	Female	MARY	MARKHAM				Gentry (lower)				1	0
MMARSHALL	Female	Mary	Marshall			Home counties	Other				1	0
MMINGAY	Female	MARY	MINGAY N. GAWDY		1649	East Anglia	Gentry (lower)	Gentry (lower)			12	0
MMONTAGU	Female	Mary Wortley	Montagu née Pierrepont	1689	1762	London	Nobility	Nobility		Private	189	21
